,Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
1913,800 m,01:48.6,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Erison Hurtault,108.6
1914,1500 m,03:36.6,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Steve Agar,216.6
1915,3000 m,07:56.3,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Steve Agar,476.3
1916,5000 m,13:35.9,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Steve Agar,815.9
1917,10000 m,31:53.3,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Steve Agar,1913.3
1918,Marathon,3:18:24,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Lindson Lynch,11904.0
1919,110 m hurdles,17.93,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Andy Baron,17.93
1920,400 m hurdles,54.23,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Mitchel Davis,54.23
1921,3000 m steeplechase,09:29.1,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Neehall Philogene,569.1
1922,High jump,2.25,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Brendan Williams,2.25
1923,Pole vault,2.9,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Andy Baron,2.9
1924,Long jump,8.06,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,David Registe,8.06
1925,Triple jump,17.48,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Jérôme Romain,17.48
1926,Shot put,19.87,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Dillon Simon,19.87
1927,Discus throw,60.13,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Dillon Simon,60.13
1928,Hammer throw,47.75,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Gracien Jules,47.75
1929,Javelin throw,67.34,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,Andre Bazil,67.34
1930,4 × 100 m relay,40.48,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,DominicaFabian FlorentSherwin JamesChris LloydKenneth John,40.48
1931,4 × 400 m relay,03:11.1,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Male,DM,DMA,212.0,DominicaJoseph BazilErison HurtaultTyron BenjaminChris Lloyd,191.1
1932,100 m,11.29,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Hermin Joseph,11.29
1933,200 m,23.58,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Hermin Joseph,23.58
1934,400 m,53.4,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Dawn Williams,53.4
1935,800 m,01:59.1,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Dawn Williams,119.1
1936,1500 m,04:42.0,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Dawn Williams,282.0
1937,3000 m,10:51.8,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Dawn Williams,651.8
1938,Marathon,4:14:59,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Janelle Prevost,15299.0
1939,100 m hurdles,14.03,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Thea LaFond,14.03
1940,400 m hurdles,01:09.1,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Mindy Massicott,69.1
1941,High jump,1.85,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Thea LaFond,1.85
1942,Long jump,6.16,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Thea LaFond,6.16
1943,Triple jump,14.38,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Thea LaFond,14.38
1944,Shot put,16.48,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Vannessa Henry,16.48
1945,Discus throw,45.85,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Melissa Alfred,45.85
1946,Javelin throw,46.72,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,Shanee Angol,46.72
1947,4 × 100 m relay,48.2,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,DominicaHermin JosephG. ThomasPhilogen SharonClaudia Charles,48.2
1948,4 × 400 m relay,04:06.4,Dominica,Americas,https://en.wikipedia.org/wiki/List_of_Dominica_records_in_athletics,DM,15.414999,-61.370976,Female,DM,DMA,212.0,DominicaClaudia CharlesE. JosephO. BonnieDawn Williams,246.4
1949,100 m,10.14,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Yancarlos Martínez,10.14
1950,200 m,20.19,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Yancarlos Martínez,20.19
1951,400 m,44.11,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Luguelin Santos,44.11
1952,800 m,01:47.3,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Tayron Reyes,107.3
1953,1500 m,03:43.6,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Isidro Pimentel,223.6
1954,3000 m,08:22.3,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Alvaro Abreu,502.3
1955,5000 m,14:18.9,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Jose Zayas,858.9
1956,10000 m,30:25.5,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Domingo Batista,1825.5
1957,Half marathon,1:07:11,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Julio Rosa Camilo,4031.0
1958,Marathon,2:20:59,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Pablo Arroyo,8459.0
1959,110 m hurdles,13.61,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Modesto Castillo,13.61
1960,400 m hurdles,47.25,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Félix Sánchez,47.25
1961,3000 m steeplechase,08:38.0,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Alvaro Abreu,518.0
1962,High jump,2.28,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Julio Luciano,2.28
1963,Pole vault,5.1,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Jorge Montes,5.1
1964,Long jump,7.96,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Carlos Jorge,7.96
1965,Triple jump,16.1,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Eddy Florián,16.1
1966,Shot put,16.66,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Juan de la Cruz,16.66
1967,Discus throw,55.59,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Juan Infante,55.59
1968,Hammer throw,58.09,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Juan Infante,58.09
1969,Javelin throw,70.8,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Daniel Alonzo,70.8
1970,4 × 100 m relay,38.52,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Dominican RepublicMayobanex de ÓleoYohandris AndújarStanly del CarmenYancarlos Martínez,38.52
1971,4 × 400 m relay,03:00.2,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Male,DO,DOM,214.0,Dominican RepublicGustavo CuestaYon SorianoJuander SantosLuguelín Santos,180.2
1972,100 m,11.24,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Mariely Sánchez,11.24
1973,200 m,22.87,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Marileidy Paulino,22.87
1974,400 m,52.33,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Raysa Sánchez,52.33
1975,800 m,02:03.6,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Alexis Panisse,123.6
1976,1500 m,04:18.7,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,María Mancebo,258.7
1977,3000 m,09:25.6,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,María Mancebo,565.6
1978,5000 m,16:22.3,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Maria Mancebo,982.3
1979,10000 m,34:52.3,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Andreina de la Rosa,2092.3
1980,Half marathon,1:17:36,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Sandra Natal,4656.0
1981,Marathon,2:46:46,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Sandra Natal,10006.0
1982,100 m hurdles,12.77,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Lavonne Idlette,12.77
1983,400 m hurdles,57.08,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Yolanda Osana,57.08
1984,3000 m steeplechase,10:17.8,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,María Mancebo,617.8
1985,High jump,1.97,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Juana Arrendel,1.97
1986,Pole vault,3.53,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Hiyadilis Melo,3.53
1987,Long jump,6.31,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,María Espencer,6.31
1988,Triple jump,14.22,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Ana José Tima,14.22
1989,Shot put,18.14,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Fior Vásquez,18.14
1990,Discus throw,53.2,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Maria Matos,53.2
1991,Hammer throw,61.77,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Maria Garcia,61.77
1992,Javelin throw,54.29,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Fresa Nuñez,54.29
1993,4 × 100 m relay,43.28,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Dominican RepublicMariely SánchezFany ChalasMarleny MejíaMargarita Manzueta,43.28
1994,4 × 400 m relay,03:33.6,Dominican Republic,Americas,https://en.wikipedia.org/wiki/List_of_Dominican_Republic_records_in_athletics,DO,18.735693,-70.162651,Female,DO,DOM,214.0,Dominican RepublicFiordaliza CofilAnabel Medina VenturaMilagros Duran GarciaEvilin Mariana del Carmen Hichez,213.6
1995,100 m,10.09,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Álex Quiñónez,10.09
1996,200 m,19.87,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Álex Quiñónez,19.87
1997,400 m,46.28,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Álex Quiñónez,46.28
1998,800 m,01:46.6,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Bayron Piedra,106.6
1999,1500 m,03:37.9,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Bayron Piedra,217.9
2000,3000 m,07:47.1,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Bayron Piedra,467.1
2001,5000 m,13:23.7,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Bayron Piedra,803.7
2002,10000 m,27:32.6,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Bayron Piedra,1652.6
2003,Half marathon,1:01:36,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Rolando Vera,3696.0
2004,Marathon,2:09:49,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Silvio Guerra,7789.0
2005,110 m hurdles,13.44,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Jackson Quiñónez,13.44
2006,400 m hurdles,49.76,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Emerson Alejandro Chala,49.76
2007,3000 m steeplechase,08:48.5,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Pablo Ramirez,528.5
2008,High jump,2.3,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Diego Ferrin,2.3
2009,Pole vault,5.55,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,José Rodolfo Pacho,5.55
2010,Long jump,8.16,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Hugo Chila,8.16
2011,Triple jump,17.03,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Hugo Chila,17.03
2012,Shot put,17.76,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Santiago Espin,17.76
2013,Discus throw,69.6,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Juan Caicedo,69.6
2014,Hammer throw,62.82,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,Guillermo Braulío,62.82
2015,Javelin throw,74.68,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,José Escobar,74.68
2016,4 × 100 m relay,39.62,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,EcuadorLuis MoránJhon ValenciaFranklin NazarenoÁlex Quiñónez,39.62
2017,4 × 400 m relay,03:06.9,Ecuador,Americas,https://en.wikipedia.org/wiki/List_of_Ecuadorian_records_in_athletics,EC,-1.831239,-78.183406,Male,EC,ECU,218.0,EcuadorKatriel AnguloMiguel Angel MaldonadoSteeven SalasAlan Minda,186.9
2018,100 m,10.13,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Amr Ibrahim Mostafa Seoud,10.13
2019,200 m,20.36,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Amr Ibrahim Mostafa Seoud,20.36
2020,400 m,45.4,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Anas Beshr,45.4
2021,800 m,01:44.9,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Hamada Mohamed,104.9
2022,1500 m,03:38.2,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Hamada Mohamed,218.2
2023,3000 m,08:05.1,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Hamada Mohamed,485.1
2024,5000 m,13:58.9,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Salem Mohamed Attiaallah,838.9
2025,10000 m,29:20.9,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Muharram Hamedallah Mohamad,1760.9
2026,Half marathon,1:05:34,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Abdul Ahmed Al Mawgood,3934.0
2027,Marathon,2:19:39,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Aissa Reza Abou Raif,8379.0
2028,110 m hurdles,14.06,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Male,EG,EGY,818.0,Abdelrahman Idris Taher,14.06
