,Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
2056,Long jump,6.15m,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Female,EG,EGY,818.0,Mouna Sabri Mahmoud,6.15
2057,Triple jump,13.24m,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Female,EG,EGY,818.0,Asmaa Mohamed Gherib,13.24
2058,Shot put,16.5m,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Female,EG,EGY,818.0,Hanaa Salah El-Melegi,16.5
2059,Discus throw,53.88m,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Female,EG,EGY,818.0,Hiba Abou Meselhi,53.88
2060,Hammer throw,68.48m,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Female,EG,EGY,818.0,Marwa Hussein,68.48
2061,Javelin throw,58.6m,Egypt,Africa,https://en.wikipedia.org/wiki/List_of_Egyptian_records_in_athletics,EG,26.820553,30.802498,Female,EG,EGY,818.0,Hana'a Ramadhan Omar,58.6
2077,High jump,1.9m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Male,GQ,GNQ,226.0,Lucero Eningo Delgado,1.9
2078,Pole vault,2.2m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Male,GQ,GNQ,226.0,Alfonso Ekwunezi Ikuga,2.2
2079,Long jump,7.2m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Male,GQ,GNQ,226.0,Lucero Eningo Delgado,7.2
2080,Triple jump,14.7m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Male,GQ,GNQ,226.0,Luis Dyangani Oko,14.7
2081,Shot put,12.53m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Male,GQ,GNQ,226.0,Benito Alu,12.53
2082,Discus throw,40.53m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Male,GQ,GNQ,226.0,Sergio Mba Nzo,40.53
2083,Hammer throw,20.7m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Male,GQ,GNQ,226.0,Castro Santander,20.7
2084,Javelin throw,46.7m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Male,GQ,GNQ,226.0,Manases Micha,46.7
2095,High jump,1.56m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Female,GQ,GNQ,226.0,Bibiana Olama,1.56
2096,Long jump,5.29m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Female,GQ,GNQ,226.0,Marlene Mevong,5.29
2097,Triple jump,10.21m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Female,GQ,GNQ,226.0,Cathérine Mvo,10.21
2098,Shot put,11.07m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Female,GQ,GNQ,226.0,Bibiana Olama,11.07
2099,Discus throw,24.99m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Female,GQ,GNQ,226.0,Dolores Lopelo Cobea,24.99
2100,Hammer throw,40.14m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Female,GQ,GNQ,226.0,Crescencia Nnang Mba,40.14
2101,Javelin throw,33.04m,Equatorial Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Equatorial_Guinean_records_in_athletics,GQ,1.650801,10.267895,Female,GQ,GNQ,226.0,Bibiana Olama,33.04
2113,High jump,1.85m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Male,ER,ERI,232.0,Tesfay Tecle,1.85
2114,Long jump,6.73m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Male,ER,ERI,232.0,Aron Beyene,6.73
2115,Triple jump,13.51m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Male,ER,ERI,232.0,Awet Eyob,13.51
2116,Shot put,10.83m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Male,ER,ERI,232.0,Tedros Tekie,10.83
2117,Discus throw,31.44m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Male,ER,ERI,232.0,Tedros Tekie,31.44
2118,Hammer throw,14.88m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Male,ER,ERI,232.0,Hadish Mengstab,14.88
2119,Javelin throw,43.93m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Male,ER,ERI,232.0,Idris Mohammed,43.93
2133,High jump,1.51m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Female,ER,ERI,232.0,Hayat Abdelkadir,1.51
2134,Long jump,4.58m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Female,ER,ERI,232.0,Zhur Remodam,4.58
2135,Triple jump,9.71m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Female,ER,ERI,232.0,Yordanos Miceal,9.71
2136,Shot put,8.51m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Female,ER,ERI,232.0,Adiam Fissehaye,8.51
2137,Discus throw,24.72m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Female,ER,ERI,232.0,Suzana Kelatt,24.72
2138,Javelin throw,26m,Eritrea,Africa,https://en.wikipedia.org/wiki/List_of_Eritrean_records_in_athletics,ER,15.179384,39.782334,Female,ER,ERI,232.0,Azmera Kahse,26.0
2154,High jump,2.3m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Male,EE,EST,233.0,Marko Turban,2.3
2155,Pole vault,5.86m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Male,EE,EST,233.0,Valeri Bukrejev,5.86
2156,Long jump,8.1m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Male,EE,EST,233.0,Erki Nool,8.1
2157,Triple jump,17.35m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Male,EE,EST,233.0,Jaak Uudmäe,17.35
2158,Shot put,20.76m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Male,EE,EST,233.0,Kristo Galeta,20.76
2159,Discus throw,73.38m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Male,EE,EST,233.0,Gerd Kanter,73.38
2160,Hammer throw,84.4m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Male,EE,EST,233.0,Jüri Tamm,84.4
2161,Javelin throw,90.61m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Male,EE,EST,233.0,Magnus Kirt,90.61
2177,High jump,1.96m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Female,EE,EST,233.0,Anna Iljuštšenko,1.96
2178,Pole vault,4.42m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Female,EE,EST,233.0,Marleen Mülla,4.42
2179,Long jump,6.87m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Female,EE,EST,233.0,Ksenija Balta,6.87
2180,Triple jump,14.43m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Female,EE,EST,233.0,Kaire Leibak,14.43
2181,Shot put,18.03m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Female,EE,EST,233.0,Veronika Minina,18.03
2182,Discus throw,65m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Female,EE,EST,233.0,Elju Kubi,65.0
2183,Hammer throw,71.5m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Female,EE,EST,233.0,Kati Ojaloo,71.5
2184,Javelin throw,63.65m,Estonia,Europe,https://en.wikipedia.org/wiki/List_of_Estonian_records_in_athletics,EE,58.595272,25.013607,Female,EE,EST,233.0,Liina Laasma,63.65
2200,High jump,2.05m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Male,ET,ETH,231.0,Ogulla Obang,2.05
2201,Pole vault,4.4m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Male,ET,ETH,231.0,Mezegebu Birara,4.4
2202,Long jump,7.5m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Male,ET,ETH,231.0,Gashawbeza Lemma,7.5
2203,Triple jump,15.79m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Male,ET,ETH,231.0,Adire Gure,15.79
2204,Shot put,15.98m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Male,ET,ETH,231.0,Samuel Kassaye,15.98
2205,Discus throw,45.57m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Male,ET,ETH,231.0,Samuel Kassaye,45.57
2206,Hammer throw,48.16m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Male,ET,ETH,231.0,Biruk Abraham Arro,48.16
2207,Javelin throw,67.99m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Male,ET,ETH,231.0,Bekele Tola,67.99
2223,High jump,1.8m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Female,ET,ETH,231.0,Ariyat Dibow Ubang,1.8
2224,Pole vault,1.6m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Female,ET,ETH,231.0,Aynalem Testa,1.6
2225,Long jump,6.23m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Female,ET,ETH,231.0,Hiwot Sisaye,6.23
2226,Triple jump,12.94m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Female,ET,ETH,231.0,Ariyat Dibo Ubang,12.94
2227,Shot put,13.53m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Female,ET,ETH,231.0,Amele Yibeltal Muluadam,13.53
2228,Discus throw,42.83m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Female,ET,ETH,231.0,Alema Nigusse,42.83
2229,Hammer throw,5.44m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Female,ET,ETH,231.0,Birtukan Bouele,5.44
2230,Javelin throw,45.76m,Ethiopia,Africa,https://en.wikipedia.org/wiki/List_of_Ethiopian_records_in_athletics,ET,9.145,40.489673,Female,ET,ETH,231.0,Shura Utura,45.76
2246,High jump,2.09m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Male,FJ,FJI,242.0,Antonio Rahiman,2.09
2247,Pole vault,4.45m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Male,FJ,FJI,242.0,Joseph Rodan,4.45
2248,Long jump,7.82m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Male,FJ,FJI,242.0,Eroni Tuivanuavou,7.82
2249,Triple jump,16.08m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Male,FJ,FJI,242.0,Eugene Vollmer,16.08
2250,Shot put,17.75m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Male,FJ,FJI,242.0,Mustafa Fall,17.75
2251,Discus throw,53.89m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Male,FJ,FJI,242.0,Mustafa Fall,53.89
2252,Hammer throw,55.11m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Male,FJ,FJI,242.0,Abineet Ram,55.11
2253,Javelin throw,81.76m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Male,FJ,FJI,242.0,Leslie Copeland,81.76
2266,High jump,1.71m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Female,FJ,FJI,242.0,Shawntell Lockington,1.71
2267,Pole vault,3.6m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Female,FJ,FJI,242.0,Eseta Finau,3.6
2268,Long jump,6.12m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Female,FJ,FJI,242.0,Miriama Chambault,6.12
2269,Triple jump,12.86m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Female,FJ,FJI,242.0,Milika Tuivanuavou,12.86
2270,Shot put,14.73m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Female,FJ,FJI,242.0,Miliki Tuivanuavou,14.73
2271,Discus throw,47.76m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Female,FJ,FJI,242.0,Mereoni Vibose,47.76
2272,Hammer throw,49.68m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Female,FJ,FJI,242.0,Avi Bulai,49.68
2273,Javelin throw,49.28m,Fiji,Oceania,https://en.wikipedia.org/wiki/List_of_Fijian_records_in_athletics,FJ,-16.578193,179.414413,Female,FJ,FJI,242.0,Sisilia Lau,49.28
2287,High jump,2.31m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Male,FI,FIN,246.0,Mika Polku,2.31
2288,Pole vault,5.82m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Male,FI,FIN,246.0,Jani Lehtonen,5.82
2289,Long jump,8.27m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Male,FI,FIN,246.0,Kristian Pulli,8.27
2290,Triple jump,17.14m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Male,FI,FIN,246.0,Simo Lipsanen,17.14
2291,Shot put,21.69m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Male,FI,FIN,246.0,Reijo Ståhlberg,21.69
2292,Discus throw,69.97m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Male,FI,FIN,246.0,Frantz Kruger,69.97
2293,Hammer throw,83.3m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Male,FI,FIN,246.0,Olli-Pekka Karjalainen,83.3
2294,Javelin throw,93.09m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Male,FI,FIN,246.0,Aki Parviainen,93.09
2310,High jump,1.95m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Female,FI,FIN,246.0,Ella Junnila,1.95
2311,Pole vault,4.85m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Female,FI,FIN,246.0,Wilma Murto,4.85
2312,Long jump,6.85m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Female,FI,FIN,246.0,Ringa Ropo-Junnila,6.85
2313,Triple jump,14.64m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Female,FI,FIN,246.0,Kristiina Mäkelä,14.64
2314,Shot put,18.57m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Female,FI,FIN,246.0,Asta Ovaska,18.57
2315,Discus throw,67.02m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Female,FI,FIN,246.0,Ulla Lundholm,67.02
2316,Hammer throw,74.4m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Female,FI,FIN,246.0,Krista Tervo,74.4
2317,Javelin throw,64.9m,Finland,Europe,https://en.wikipedia.org/wiki/List_of_Finnish_records_in_athletics,FI,61.92411,25.748151,Female,FI,FIN,246.0,Paula Huhtaniemi,64.9
2332,High jump,2.34m,France,Europe,https://en.wikipedia.org/wiki/List_of_French_records_in_athletics,FR,46.227638,2.213749,Male,FR,FRA,250.0,Mickaël Hanany,2.34
2333,Pole vault,6.05m,France,Europe,https://en.wikipedia.org/wiki/List_of_French_records_in_athletics,FR,46.227638,2.213749,Male,FR,FRA,250.0,Renaud Lavillenie,6.05
2334,Long jump,8.42m,France,Europe,https://en.wikipedia.org/wiki/List_of_French_records_in_athletics,FR,46.227638,2.213749,Male,FR,FRA,250.0,Salim Sdiri,8.42
2335,Triple jump,18.04m,France,Europe,https://en.wikipedia.org/wiki/List_of_French_records_in_athletics,FR,46.227638,2.213749,Male,FR,FRA,250.0,Teddy Tamgho,18.04
2336,Shot put,20.75m,France,Europe,https://en.wikipedia.org/wiki/List_of_French_records_in_athletics,FR,46.227638,2.213749,Male,FR,FRA,250.0,Frederic Dagee,20.75
2337,Discus throw,68.9m,France,Europe,https://en.wikipedia.org/wiki/List_of_French_records_in_athletics,FR,46.227638,2.213749,Male,FR,FRA,250.0,Jean-Claude Retel,68.9
2338,Hammer throw,82.38m,France,Europe,https://en.wikipedia.org/wiki/List_of_French_records_in_athletics,FR,46.227638,2.213749,Male,FR,FRA,250.0,Gilles Dupray,82.38
2339,Javelin throw,82.56m,France,Europe,https://en.wikipedia.org/wiki/List_of_French_records_in_athletics,FR,46.227638,2.213749,Male,FR,FRA,250.0,Pascal Lefevre,82.56
2355,High jump,2.15m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Male,PF,PYF,258.0,Pierre Léontieff-Téahu,2.15
2356,Pole vault,5.13m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Male,PF,PYF,258.0,Thibaut Cattiau,5.13
2357,Long jump,7.98m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Male,PF,PYF,258.0,Raihau Maiau,7.98
2358,Triple jump,15.44m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Male,PF,PYF,258.0,Didier Baudoin,15.44
2359,Shot put,19.82m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Male,PF,PYF,258.0,Tumutai Dauphin†,19.82
2360,Discus throw,57.92m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Male,PF,PYF,258.0,Jean-Claude Duhazé,57.92
2361,Hammer throw,58.1m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Male,PF,PYF,258.0,Jean-Claude Duhazé,58.1
2362,Javelin throw,66.42m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Male,PF,PYF,258.0,Romaric Valefaakaga,66.42
2376,High jump,1.86m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Female,PF,PYF,258.0,Danièle Guyonnet,1.86
2377,Pole vault,3.01m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Female,PF,PYF,258.0,Lucie Tepea,3.01
2378,Long jump,5.94m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Female,PF,PYF,258.0,Véronique Boyer,5.94
2379,Triple jump,12.83m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Female,PF,PYF,258.0,Véronique Boyer,12.83
2380,Shot put,13.77m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Female,PF,PYF,258.0,Margareth Bringold,13.77
2381,Discus throw,48.08m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Female,PF,PYF,258.0,Sandra Pito,48.08
2382,Hammer throw,36.42m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Female,PF,PYF,258.0,Manuela Heitz,36.42
2383,Javelin throw,45.95m,French Polynesia,Oceania,https://en.wikipedia.org/wiki/List_of_French_Polynesian_records_in_athletics,PF,-17.679742,-149.406843,Female,PF,PYF,258.0,Teuruerani Tanepau,45.95
2397,High jump,2.14m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Male,GA,GAB,266.0,Hilaire Onwanlélé,2.14
2398,Pole vault,4.5m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Male,GA,GAB,266.0,Sylvain Lindzondzo,4.5
2399,Long jump,7.45m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Male,GA,GAB,266.0,François Réténo,7.45
2400,Triple jump,15.53m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Male,GA,GAB,266.0,Yvon Nguema N'Goua,15.53
2401,Shot put,16.02m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Male,GA,GAB,266.0,Siegfried-Luccioni Mve,16.02
2402,Discus throw,48.55m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Male,GA,GAB,266.0,Siegfried Luccioni Mve,48.55
2403,Hammer throw,12.24m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Male,GA,GAB,266.0,Edouard Mihindou Mihindou,12.24
2404,Javelin throw,60.4m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Male,GA,GAB,266.0,Jean-Louis Mézui Assa,60.4
2417,High jump,1.75m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Female,GA,GAB,266.0,Fernande Agnentchoué,1.75
2418,Long jump,5.88m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Female,GA,GAB,266.0,Anne-Lise Montoulieu,5.88
2419,Triple jump,11.11m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Female,GA,GAB,266.0,Armelle Otola,11.11
2420,Shot put,15.51m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Female,GA,GAB,266.0,Odette Mistoul,15.51
2421,Discus throw,36.31m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Female,GA,GAB,266.0,Odette Mistoul,36.31
2422,Hammer throw,34.45m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Female,GA,GAB,266.0,Armelle Otola,34.45
2423,Javelin throw,39.39m,Gabon,Africa,https://en.wikipedia.org/wiki/List_of_Gabonese_records_in_athletics,GA,-0.803689,11.609444,Female,GA,GAB,266.0,Rose de Mars Mboulet,39.39
2437,High jump,2.18m,Gambia,Africa,https://en.wikipedia.org/wiki/List_of_Gambian_records_in_athletics,GM,13.443182,-15.310139,Male,GM,GMB,270.0,Sheikh Tidiane Faye,2.18
2438,Pole vault,5.3m,Gambia,Africa,https://en.wikipedia.org/wiki/List_of_Gambian_records_in_athletics,GM,13.443182,-15.310139,Male,GM,GMB,270.0,Alhaji Jeng,5.3
