,Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
2529,200 m,21.71s,Germany,Europe,https://en.wikipedia.org/wiki/List_of_German_records_in_athletics,DE,51.165691,10.451526,Female,DE,DEU,276.0,Marita Koch,21.71
2530,400 m,47.6s,Germany,Europe,https://en.wikipedia.org/wiki/List_of_German_records_in_athletics,DE,51.165691,10.451526,Female,DE,DEU,276.0,Marita Koch,47.6
2538,100 m hurdles,12.42s,Germany,Europe,https://en.wikipedia.org/wiki/List_of_German_records_in_athletics,DE,51.165691,10.451526,Female,DE,DEU,276.0,Bettine Jahn,12.42
2539,400 m hurdles,53.24s,Germany,Europe,https://en.wikipedia.org/wiki/List_of_German_records_in_athletics,DE,51.165691,10.451526,Female,DE,DEU,276.0,Sabine Busch,53.24
2551,100 m,9.98s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Male,GH,GHA,288.0,Leonard Myles-Mills,9.98
2552,200 m,20.08s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Male,GH,GHA,288.0,Joseph Amoah,20.08
2553,400 m,45.13s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Male,GH,GHA,288.0,Ibrahim Hassan,45.13
2561,110 m hurdles,13.6s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Male,GH,GHA,288.0,Keith Nkrumah,13.6
2562,400 m hurdles,50.4s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Male,GH,GHA,288.0,Keith Nkrumah,50.4
2574,100 m,11.14s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Female,GH,GHA,288.0,Vida Anim,11.14
2575,200 m,22.67s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Female,GH,GHA,288.0,Janet Amponsah,22.67
2576,400 m,51.82s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Female,GH,GHA,288.0,Akua Obeng-Akrofi,51.82
2584,100 m hurdles,13.02s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Female,GH,GHA,288.0,Vida Nsiah,13.02
2585,400 m hurdles,59.13s,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Female,GH,GHA,288.0,Ruky Abdulai,59.13
2594,100 m,10.9s,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292.0,Jessy Franco,10.9
2595,200 m,21.71s,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292.0,Jerai Torres,21.71
2596,400 m,47.97s,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292.0,Jonathon Lavers,47.97
2612,100 m,12.55s,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292.0,Sharon Mifsud,12.55
2613,200 m,25.55s,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292.0,Sharon Mifsud,25.55
2614,400 m,57.4s,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292.0,Sharon Celecia,57.4
2628,100 m,10.11s,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300.0,Angelos Pavlakakis,10.11
2629,200 m,19.85s,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300.0,Kontantinos Kenteris,19.85
2630,400 m,45.11s,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300.0,Dimitrios Regas,45.11
2638,400 m hurdles,47.82s,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300.0,Periklis Iakovakis,47.82
2650,100 m,10.17s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308.0,Sean Lambert,10.17
2651,200 m,20.41s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308.0,Kirani James,20.41
2652,400 m,43.74s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308.0,Kirani James,43.74
2660,110 m hurdles,13.52s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308.0,Alleyne Lett,13.52
2661,400 m hurdles,49.51s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308.0,Shane Charles,49.51
2670,100 m,11.18s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308.0,Sherry Fletcher,11.18
2671,200 m,22.67s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308.0,Sherry Fletcher,22.67
2672,400 m,50.64s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308.0,Hazel-Ann Regis,50.64
2678,100 m hurdles,13.76s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308.0,Ruthlyn Granger,13.76
2679,400 m hurdles,58.37s,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308.0,Kishara George,58.37
2687,100 m,10.66s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316.0,Philam Garcia,10.66
2688,200 m,21.75s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316.0,David Wilson,21.75
2689,400 m,48.29s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316.0,David Wilson,48.29
2697,110 m hurdles,15.5s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316.0,Kenneth Karosich,15.5
2698,400 m hurdles,56.25s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316.0,Kenneth Karosich,56.25
2708,100 m,12.26s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316.0,Regine Tugade,12.26
2709,200 m,25.28s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316.0,Regine Tugade,25.28
2710,400 m,57.89s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316.0,Regine Tugade,57.89
2718,100 m hurdles,15.65s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316.0,Stefani Loisel,15.65
2719,400 m hurdles,01:04.0s,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316.0,Christina Francisco,64.0
2728,100 m,10.32s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320.0,Oscar Meneses,10.32
2729,200 m,21.09s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320.0,Oscar Meneses,21.09
2730,400 m,46.5s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320.0,José Bermúdez,46.5
2738,110 m hurdles,14.04s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320.0,Wienstan Mena,14.04
2739,400 m hurdles,50.16s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320.0,Allan Ayala,50.16
2751,100 m,11.66s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Female,GT,GTM,320.0,Mariandreé Chacón,11.66
2752,200 m,23.6s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Female,GT,GTM,320.0,Christa Schumann,23.6
2753,400 m,54.2s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Female,GT,GTM,320.0,Christa Schumann,54.2
2760,100 m hurdles,15.05s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Female,GT,GTM,320.0,Rosa Balazar,15.05
2761,400 m hurdles,59.79s,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Female,GT,GTM,320.0,Larissa Soto,59.79
2773,100 m,10.56s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Male,GN,GIN,324.0,Joseph Loua,10.56
2774,200 m,20.53s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Male,GN,GIN,324.0,Joseph Loua,20.53
2775,400 m,47.6s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Male,GN,GIN,324.0,Amadou Sy Savané,47.6
2782,110 m hurdles,14.67s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Male,GN,GIN,324.0,Moussa Conde,14.67
2783,400 m hurdles,50.81s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Male,GN,GIN,324.0,Amadou Sy Savané,50.81
2792,100 m,12.02s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Female,GN,GIN,324.0,M'Mah Touré,12.02
2793,200 m,24.99s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Female,GN,GIN,324.0,Asta Dramé,24.99
2794,400 m,55.77s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Female,GN,GIN,324.0,Kenza Marques-Sylla,55.77
2801,100 m hurdles,12.96s,Guinea,Africa,https://en.wikipedia.org/wiki/List_of_Guinean_records_in_athletics,GN,9.945587,-9.696645,Female,GN,GIN,324.0,Fatmata Fofanah,12.96
2809,100 m,10.36s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Male,GW,GNB,624.0,Holder da Silva,10.36
2810,200 m,21.01s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Male,GW,GNB,624.0,Holder da Silva,21.01
2811,400 m,47.7s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Male,GW,GNB,624.0,Edivaldo Monteiro,47.7
2818,110 m hurdles,14.73s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Male,GW,GNB,624.0,Edivaldo Monteiro,14.73
2819,400 m hurdles,50.68s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Male,GW,GNB,624.0,Edivaldo Monteiro,50.68
2829,100 m,12.54s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Female,GW,GNB,624.0,Sténia Betuncal,12.54
2830,200 m,25.69s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Female,GW,GNB,624.0,Artimiza Sá,25.69
2831,400 m,57.02s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Female,GW,GNB,624.0,Artimiza Sá,57.02
2836,100 m hurdles,14.25s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Female,GW,GNB,624.0,Sténia Betuncal,14.25
2837,400 m hurdles,01:02.1s,Guinea-Bissau,Africa,https://en.wikipedia.org/wiki/List_of_Bissau-Guinean_records_in_athletics,GW,11.803749,-15.180413,Female,GW,GNB,624.0,Graciela Martins,62.1
2849,100 m,10.12s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Male,GY,GUY,328.0,Adam Harris,10.12
2850,200 m,20.14s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Male,GY,GUY,328.0,James Gilkes,20.14
2851,400 m,45.25s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Male,GY,GUY,328.0,Winston George,45.25
2858,110 m hurdles,13.73s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Male,GY,GUY,328.0,Charles Allen,13.73
2859,400 m hurdles,49.95s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Male,GY,GUY,328.0,Paul Tucker,49.95
2871,100 m,11.14s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Female,GY,GUY,328.0,Brenessa Thompson,11.14
2872,200 m,22.94s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Female,GY,GUY,328.0,Brenessa Thompson,22.94
2873,400 m,50.71s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Female,GY,GUY,328.0,Aliann Pompey,50.71
2881,100 m hurdles,13.27s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Female,GY,GUY,328.0,Jenea McCammon,13.27
2882,400 m hurdles,58.46s,Guyana,Americas,https://en.wikipedia.org/wiki/List_of_Guyanese_records_in_athletics,GY,4.860416,-58.93018,Female,GY,GUY,328.0,Jenea McCammon,58.46
2892,100 m,10.16s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Male,HT,HTI,332.0,Darrell Wesh,10.16
2893,200 m,20.69s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Male,HT,HTI,332.0,Roudy Monrose,20.69
2894,400 m,46.34s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Male,HT,HTI,332.0,Pascale Orelus,46.34
2901,110 m hurdles,13.25s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Male,HT,HTI,332.0,Dudley Dorival,13.25
2902,400 m hurdles,49.99s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Male,HT,HTI,332.0,Alié Beauvais,49.99
2913,100 m,11.18s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Female,HT,HTI,332.0,Barbara Pierre,11.18
2914,200 m,23.06s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Female,HT,HTI,332.0,Marlena Wesh,23.06
2915,400 m,51.23s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Female,HT,HTI,332.0,Marlena Wesh,51.23
2922,100 m hurdles,12.74s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Female,HT,HTI,332.0,Nadine Faustin,12.74
2923,400 m hurdles,56.87s,Haiti,Americas,https://en.wikipedia.org/wiki/List_of_Haitian_records_in_athletics,HT,18.971187,-72.285215,Female,HT,HTI,332.0,Jessica Gelibert,56.87
2934,100 m,10.22s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Male,HN,HND,340.0,Rolando Palacios,10.22
2935,200 m,20.4s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Male,HN,HND,340.0,Rolando Palacios,20.4
2936,400 m,47.06s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Male,HN,HND,340.0,Yariel Matute,47.06
2944,110 m hurdles,13.72s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Male,HN,HND,340.0,Esteban Guzmán,13.72
2945,400 m hurdles,51.77s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Male,HN,HND,340.0,Jonnie Lowe,51.77
2957,100 m,12.1s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Female,HN,HND,340.0,Pastora Chávez,12.1
2958,200 m,25.02s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Female,HN,HND,340.0,Heidy Palacios,25.02
2959,400 m,55.24s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Female,HN,HND,340.0,Heidy Palacios,55.24
2967,100 m hurdles,13.83s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Female,HN,HND,340.0,Jeimy Bernárdez,13.83
2968,400 m hurdles,01:10.7s,Honduras,Americas,https://en.wikipedia.org/wiki/List_of_Honduran_records_in_athletics,HN,15.199999,-86.241905,Female,HN,HND,340.0,Miriam Ávila,70.7
2980,100 m,10.28s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Male,HK,HKG,344.0,Tsui Chi Ho,10.28
2981,200 m,20.94s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Male,HK,HKG,344.0,Tang Yik Chun,20.94
2982,400 m,47.28s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Male,HK,HKG,344.0,Chan Ka Chun,47.28
2990,110 m hurdles,13.74s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Male,HK,HKG,344.0,Chan Chung Wang,13.74
2991,400 m hurdles,50.88s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Male,HK,HKG,344.0,Chan Ka Chun,50.88
3001,100 m,11.62s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Female,HK,HKG,344.0,Lam On Ki,11.62
3002,200 m,23.79s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Female,HK,HKG,344.0,Wan Kin Yee,23.79
3003,400 m,55.03s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Female,HK,HKG,344.0,Wan Kin Yee,55.03
3011,100 m hurdles,13.14s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Female,HK,HKG,344.0,Chan Sau Ying,13.14
3012,400 m hurdles,01:01.0s,Hong Kong,Asia,https://en.wikipedia.org/wiki/List_of_Hong_Kong_records_in_athletics,HK,22.396428,114.109497,Female,HK,HKG,344.0,Wan Kin Yee,61.0
3022,100 m,10.08s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Male,HU,HUN,348.0,Roland Németh,10.08
3023,200 m,20.11s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Male,HU,HUN,348.0,Attila Kovács,20.11
3024,400 m,45.42s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Male,HU,HUN,348.0,Marcell Deák-Nagy,45.42
3032,110 m hurdles,13.15s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Male,HU,HUN,348.0,Balázs Baji,13.15
3033,400 m hurdles,48.45s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Male,HU,HUN,348.0,Dusán Kovács,48.45
3043,100 m,11.41s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Female,HU,HUN,348.0,Enikő Szabó,11.41
3044,200 m,23.06s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Female,HU,HUN,348.0,Irén Orosz,23.06
3045,400 m,51.5s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Female,HU,HUN,348.0,Ilona Pál,51.5
3053,100 m hurdles,12.71s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Female,HU,HUN,348.0,Luca Kozák,12.71
3054,400 m hurdles,54.02s,Hungary,Europe,https://en.wikipedia.org/wiki/List_of_Hungarian_records_in_athletics,HU,47.162494,19.503304,Female,HU,HUN,348.0,Judit Szekeres,54.02
3064,100 m,10.03s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Male,ID,IDN,360.0,Lalu Muhammad Zohri,10.03
3065,200 m,20.76s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Male,ID,IDN,360.0,Suryo Agung Wibowo,20.76
3066,400 m,46.37s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Male,ID,IDN,360.0,Elieser Wattebosi,46.37
3074,110 m hurdles,14.02s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Male,ID,IDN,360.0,Rio Maholtra,14.02
3075,400 m hurdles,51.29s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Male,ID,IDN,360.0,Zulkarnaen Purba,51.29
3087,100 m,11.56s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Female,ID,IDN,360.0,Irene Truitje Joseph,11.56
3088,200 m,23.86s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Female,ID,IDN,360.0,Irene Truitje Joseph,23.86
3089,400 m,54.2s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Female,ID,IDN,360.0,Emma Tahapary,54.2
3097,100 m hurdles,13.18s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Female,ID,IDN,360.0,Dedeh Erawati,13.18
3098,400 m hurdles,59.64s,Indonesia,Asia,https://en.wikipedia.org/wiki/List_of_Indonesian_records_in_athletics,ID,-0.789275,113.921327,Female,ID,IDN,360.0,Mellisa Hetharie Viera,59.64
3110,100 m,10.03s,Iran,Asia,https://en.wikipedia.org/wiki/List_of_Iranian_records_in_athletics,IR,32.427908,53.688046,Male,IR,IRN,364.0,Hassan Taftian,10.03
3111,200 m,20.63s,Iran,Asia,https://en.wikipedia.org/wiki/List_of_Iranian_records_in_athletics,IR,32.427908,53.688046,Male,IR,IRN,364.0,Mohammad Hossein Abareghi,20.63
3112,400 m,45.4s,Iran,Asia,https://en.wikipedia.org/wiki/List_of_Iranian_records_in_athletics,IR,32.427908,53.688046,Male,IR,IRN,364.0,Sajjad Hashemi,45.4
3119,110 m hurdles,13.5s,Iran,Asia,https://en.wikipedia.org/wiki/List_of_Iranian_records_in_athletics,IR,32.427908,53.688046,Male,IR,IRN,364.0,Rouhollah Askari,13.5
3120,400 m hurdles,49.33s,Iran,Asia,https://en.wikipedia.org/wiki/List_of_Iranian_records_in_athletics,IR,32.427908,53.688046,Male,IR,IRN,364.0,Mehdi Pirjahan,49.33
3132,100 m,11.44s,Iran,Asia,https://en.wikipedia.org/wiki/List_of_Iranian_records_in_athletics,IR,32.427908,53.688046,Female,IR,IRN,364.0,Farzaneh Fasihi,11.44
3133,200 m,23.46s,Iran,Asia,https://en.wikipedia.org/wiki/List_of_Iranian_records_in_athletics,IR,32.427908,53.688046,Female,IR,IRN,364.0,Maryam Tousi,23.46
3134,400 m,52.95s,Iran,Asia,https://en.wikipedia.org/wiki/List_of_Iranian_records_in_athletics,IR,32.427908,53.688046,Female,IR,IRN,364.0,Maryam Tousi,52.95
